Year,Indicators,Country,Subregion,Statistics
2019,"School enrollment, tertiary (% gross)",Italy,Southern Europe,66.0515975952148
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Italy,Southern Europe,17.0699996948242
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Italy,Southern Europe,26.8500003814697
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Italy,Southern Europe,69.39742721733244
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Italy,Southern Europe,6.57000017166138
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Italy,Southern Europe,4.6399998664856
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Italy,Southern Europe,9.95
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Italy,Southern Europe,11.1
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Italy,Southern Europe,9.1
2012,Gender pay gap in unadjusted form,Italy,Southern Europe,6.5
2013,Gender pay gap in unadjusted form,Italy,Southern Europe,7.0
2014,Gender pay gap in unadjusted form,Italy,Southern Europe,6.1
2015,Gender pay gap in unadjusted form,Italy,Southern Europe,5.5
2016,Gender pay gap in unadjusted form,Italy,Southern Europe,5.3
2017,Gender pay gap in unadjusted form,Italy,Southern Europe,5.0
2018,Gender pay gap in unadjusted form,Italy,Southern Europe,5.5
2019,Gender pay gap in unadjusted form,Italy,Southern Europe,4.7
2012,Gender employment gap,Italy,Southern Europe,21.0
2013,Gender employment gap,Italy,Southern Europe,19.8
2014,Gender employment gap,Italy,Southern Europe,19.4
2015,Gender employment gap,Italy,Southern Europe,20.0
2016,Gender employment gap,Italy,Southern Europe,20.1
2017,Gender employment gap,Italy,Southern Europe,19.8
2018,Gender employment gap,Italy,Southern Europe,19.8
2019,Gender employment gap,Italy,Southern Europe,19.6
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.54999995231628
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,5.28000020980835
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,72.07
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,77.45
2012,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,66.6435470581055
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,8.97999954223633
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,13.8100004196167
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.1881188118812
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,5.86999988555908
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,7.40999984741211
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,15.05
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,13.94
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,16.15
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.91000008583069
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,5.51000022888184
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,71.66
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,76.85
2013,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,69.0765991210938
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,9.32999992370605
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,13.8100004196167
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.2509442513975
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,6.26000022888184
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,5.36999988555908
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,11.87
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,11.14
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,12.6
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.34999990463257
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,5.61999988555908
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,71.45
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,77.75
2014,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,70.8979415893555
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,8.78999996185303
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,14.3199996948242
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,80.00600871263333
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,5.88000011444092
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,4.98999977111816
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,10.85
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,9.83
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,11.84
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.57999992370605
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,6.03999996185303
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,72.75
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,78.85
2015,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,74.2998809814453
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,9.48999977111816
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,15.7600002288818
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,80.05334914048608
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,5.36999988555908
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,4.15000009536743
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,9.87
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,8.64
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,11.09
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.48000001907349
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,6.03999996185303
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,74.12
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,78.92
2016,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,80.6048126220703
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,9.88000011444092
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,15.9700002670288
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.78984861976848
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,4.07000017166138
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,4.67999982833862
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,9.64
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,8.4
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,10.89
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,3.11999988555908
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,6.26999998092651
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,74.55
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,80.14
2017,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,88.0574264526367
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,10.3699998855591
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,14.9899997711182
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.18318933958119
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,3.90000009536743
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,3.90000009536743
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,8.72
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,7.67
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,9.75
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.65000009536743
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,5.96000003814697
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,75.44
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,80.92
2018,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,93.0244827270508
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,9.6899995803833
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,13.3800001144409
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.40345779456632
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,3.29999995231628
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,4.30000019073486
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,7.41
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,6.42
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,8.41
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,2.8199999332428
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,5.3899998664856
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,75.36
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Latvia,Northern Europe,80.23
2019,"School enrollment, tertiary (% gross)",Latvia,Northern Europe,94.8645324707031
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Latvia,Northern Europe,9.89000034332275
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Latvia,Northern Europe,13.3100004196167
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Latvia,Northern Europe,81.67179036744254
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Latvia,Northern Europe,3.26999998092651
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Latvia,Northern Europe,4.19000005722046
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Latvia,Northern Europe,6.31
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Latvia,Northern Europe,5.43
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Latvia,Northern Europe,7.2
2012,Gender pay gap in unadjusted form,Latvia,Northern Europe,14.9
2013,Gender pay gap in unadjusted form,Latvia,Northern Europe,16.0
2014,Gender pay gap in unadjusted form,Latvia,Northern Europe,17.3
2015,Gender pay gap in unadjusted form,Latvia,Northern Europe,18.4
2016,Gender pay gap in unadjusted form,Latvia,Northern Europe,19.7
2017,Gender pay gap in unadjusted form,Latvia,Northern Europe,19.8
2018,Gender pay gap in unadjusted form,Latvia,Northern Europe,19.6
2019,Gender pay gap in unadjusted form,Latvia,Northern Europe,21.2
2012,Gender employment gap,Latvia,Northern Europe,3.6
2013,Gender employment gap,Latvia,Northern Europe,4.2
2014,Gender employment gap,Latvia,Northern Europe,4.5
2015,Gender employment gap,Latvia,Northern Europe,4.1
2016,Gender employment gap,Latvia,Northern Europe,2.8
2017,Gender employment gap,Latvia,Northern Europe,4.3
2018,Gender employment gap,Latvia,Northern Europe,4.3
2019,Gender employment gap,Latvia,Northern Europe,3.7
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.28999996185303
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.17000007629395
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,70.32
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,73.79
2012,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,79.7516326904297
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,8.94999980926514
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,13.3000001907349
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,84.23119208418409
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,5.15999984741211
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,6.28999996185303
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,13.37
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,11.58
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,15.2
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.22000002861023
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.22000002861023
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,70.49
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,74.76
2013,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,73.533203125
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,9.67000007629395
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,13.960000038147
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,82.70186335403726
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,5.25
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,4.78000020980835
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,11.77
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,10.48
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,13.07
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.32000005245209
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.29999995231628
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,71.67
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,75.97
2014,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,70.4006118774414
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,10.25
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,14.039999961853
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,82.91934989267095
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,4.28999996185303
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,4.05999994277954
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,10.7
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,9.22
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,12.18
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.33000004291534
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.27999997138977
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,72.53
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,75.75
2015,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,69.7405395507813
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,10.0299997329712
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,14.6000003814697
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,83.93599015233113
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,3.94000005722046
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,3.26999998092651
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,9.12
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,8.16
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,10.1
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.38999998569489
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.36999988555908
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,73.95
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,77.24
2016,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,71.118522644043
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,9.52999973297119
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,15.2799997329712
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,84.17797888386124
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,2.80999994277954
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,3.05999994277954
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,7.86
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,6.65
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,9.1
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.37000000476837
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.5699999332428
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,74.67
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,77.61
2017,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,72.4174575805664
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,9.38000011444092
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,14.7600002288818
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,84.02756967335931
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,2.75999999046326
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,3.11999988555908
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,7.07
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,5.67
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,8.5
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.42999994754791
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.38000011444092
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,76.01
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,79.16
2018,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,73.7303009033203
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,9.17000007629395
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,14.2200002670288
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,83.64789147744028
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,2.69000005722046
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,2.97000002861023
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,6.15
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,5.41
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,6.89
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,1.30999994277954
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,3.84999990463257
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,77.18
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Lithuania,Northern Europe,79.34
2019,"School enrollment, tertiary (% gross)",Lithuania,Northern Europe,72.0089721679688
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Lithuania,Northern Europe,8.53999996185303
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Lithuania,Northern Europe,14.8400001525879
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Lithuania,Northern Europe,84.59152016546018
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Lithuania,Northern Europe,2.60999989509583
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Lithuania,Northern Europe,3.32999992370605
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,Northern Europe,6.26
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Lithuania,Northern Europe,5.5
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Lithuania,Northern Europe,7.03
2012,Gender pay gap in unadjusted form,Lithuania,Northern Europe,11.9
2013,Gender pay gap in unadjusted form,Lithuania,Northern Europe,12.2
2014,Gender pay gap in unadjusted form,Lithuania,Northern Europe,13.3
2015,Gender pay gap in unadjusted form,Lithuania,Northern Europe,14.2
2016,Gender pay gap in unadjusted form,Lithuania,Northern Europe,14.4
2017,Gender pay gap in unadjusted form,Lithuania,Northern Europe,15.2
2018,Gender pay gap in unadjusted form,Lithuania,Northern Europe,14.0
2019,Gender pay gap in unadjusted form,Lithuania,Northern Europe,13.3
2012,Gender employment gap,Lithuania,Northern Europe,1.2
2013,Gender employment gap,Lithuania,Northern Europe,2.6
2014,Gender employment gap,Lithuania,Northern Europe,2.5
2015,Gender employment gap,Lithuania,Northern Europe,2.4
2016,Gender employment gap,Lithuania,Northern Europe,1.9
2017,Gender employment gap,Lithuania,Northern Europe,1.0
2018,Gender employment gap,Lithuania,Northern Europe,2.3
2019,Gender employment gap,Lithuania,Northern Europe,1.6
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,1.8400000333786
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,4.21000003814697
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,62.47
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,75.41
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,8.0600004196167
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,9.51000022888184
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,78.19883399815893
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,4.44000005722046
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,2.97000002861023
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.14
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.91
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,4.53
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,1.80999994277954
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,3.34999990463257
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,62.58
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,75.7
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,8.0
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,9.47999954223633
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,77.98291119926762
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,4.15000009536743
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,3.66000008583069
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.85
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,6.39
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.42
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,1.21000003814697
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,3.40000009536743
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,63.46
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Luxembourg,Western Europe,76.43
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Luxembourg,Western Europe,7.30999994277954
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Luxembourg,Western Europe,9.88000011444092
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Luxembourg,Western Europe,78.65355521936462
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Luxembourg,Western Europe,3.83999991416931
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Luxembourg,Western Europe,3.97000002861023
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.85
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Luxembourg,Western Europe,5.77
